5c1053202b16ba0001c86317,10.42
5c1053202b16ba0001c86317,3.8
5c1053202b16ba0001c86317,10.42
5c1053202b16ba0001c86317,3.8
66467f5703bc98ffca9a248c,8.12
66467f5703bc98ffca9a248c,8.55
66467f5703bc98ffca9a248c,8.12
66467f5703bc98ffca9a248c,8.55
659daa1ed4e13d6428103c1f,2.74
659daa1ed4e13d6428103c1f,4.46
659daa1ed4e13d6428103c1f,2.74
659daa1ed4e13d6428103c1f,4.46
5a95a63e4eecca0001dd4cfa,4.54
5a95a63e4eecca0001dd4cfa,4.55
5a95a63e4eecca0001dd4cfa,4.54
5a95a63e4eecca0001dd4cfa,4.55
632b947efa9da6a9bde31f94,5.33
632b947efa9da6a9bde31f94,1.89
632b947efa9da6a9bde31f94,5.33
632b947efa9da6a9bde31f94,1.89
62b0ff84054c6ca32f481c65,4.83
62b0ff84054c6ca32f481c65,4.67
62b0ff84054c6ca32f481c65,4.83
62b0ff84054c6ca32f481c65,4.67
5f504fd2cc049d1cbf29c40d,3.64
5f504fd2cc049d1cbf29c40d,2.19
5f504fd2cc049d1cbf29c40d,3.64
5f504fd2cc049d1cbf29c40d,2.19
5e3cddaa64dfd70d85a5ef3f,4.88
5e3cddaa64dfd70d85a5ef3f,5.13
5e3cddaa64dfd70d85a5ef3f,4.88
5e3cddaa64dfd70d85a5ef3f,5.13
63bd81516745e78ee7f50f7f,5.43
63bd81516745e78ee7f50f7f,7.32
63bd81516745e78ee7f50f7f,5.43
63bd81516745e78ee7f50f7f,7.32
5bf311373a5bf00001401f64,4.02
5bf311373a5bf00001401f64,4.01
5bf311373a5bf00001401f64,4.02
5bf311373a5bf00001401f64,4.01
60c12fe6ca8c4aa6d0185190,7.84
60c12fe6ca8c4aa6d0185190,3.93
60c12fe6ca8c4aa6d0185190,7.84
60c12fe6ca8c4aa6d0185190,3.93
656e8efb6e6610ae2d831f07,3.79
656e8efb6e6610ae2d831f07,3.52
656e8efb6e6610ae2d831f07,3.79
656e8efb6e6610ae2d831f07,3.52
663ab8a4d5bff4596f9a9de7,2.27
663ab8a4d5bff4596f9a9de7,2.09
663ab8a4d5bff4596f9a9de7,2.27
663ab8a4d5bff4596f9a9de7,2.09
6517301b6d21d25e19c7e501,9.55
6517301b6d21d25e19c7e501,5.17
6517301b6d21d25e19c7e501,9.55
6517301b6d21d25e19c7e501,5.17
5b07b71c68eff50001d1c859,3.36
5b07b71c68eff50001d1c859,5.15
5b07b71c68eff50001d1c859,3.36
5b07b71c68eff50001d1c859,5.15
65cce024500351e8c8f7ff26,5.93
65cce024500351e8c8f7ff26,6.04
65cce024500351e8c8f7ff26,5.93
65cce024500351e8c8f7ff26,6.04
6654b7668e8642303bbc2fa7,4.02
6654b7668e8642303bbc2fa7,9.04
6654b7668e8642303bbc2fa7,4.02
6654b7668e8642303bbc2fa7,9.04
5cf5ea4dea7a80000156520e,7.36
5cf5ea4dea7a80000156520e,3.48
5cf5ea4dea7a80000156520e,7.36
5cf5ea4dea7a80000156520e,3.48
63bc6b49a80cc5496df4c897,7.91
63bc6b49a80cc5496df4c897,5.59
63bc6b49a80cc5496df4c897,7.91
63bc6b49a80cc5496df4c897,5.59
661fc8bb0644ba960f0e3b65,5.0
661fc8bb0644ba960f0e3b65,6.46
661fc8bb0644ba960f0e3b65,5.0
661fc8bb0644ba960f0e3b65,6.46
6276d97e209059496d37bf74,5.68
6276d97e209059496d37bf74,7.19
6276d97e209059496d37bf74,5.68
6276d97e209059496d37bf74,7.19
